region,scenario,sector,indicator,year,value,unit,version,comments,source
KAZ,Historical,LULUCF,Emissions (absolute),1992,-6.14,MtCO2e (GWP-AR4),2023-09-01,Historical emissions/removals from forestry,Latest country assessment
JPN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,1295.61,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
JPN,Historical,LULUCF,Emissions (absolute),1992,-75.77,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
IRN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,375,MtCO2e (GWP-AR4),2023-08-01,"Historical emissions, excl forestry",Latest country assessment
IDN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,360.21,MtCO2e (GWP-AR4),2023-10-01,"Historical emissions, excl forestry",Latest country assessment
IDN,Historical,LULUCF,Emissions (absolute),1992,222.25,MtCO2e (GWP-AR4),2023-10-01,Historical emissions/removals from forestry,Latest country assessment
IND,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,1232.31,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
DEU,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,1148.96,MtCO2e (GWP-AR4),2023-08-01,"Historical emissions, excl forestry",Latest country assessment
DEU,Historical,LULUCF,Emissions (absolute),1992,-33.95,MtCO2e (GWP-AR4),2023-08-01,Historical emissions/removals from forestry,Latest country assessment
GMB,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,1.48,MtCO2e (GWP-AR4),2023-02-01,"Historical emissions, excl forestry",Latest country assessment
EU27,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,4576,MtCO2e (GWP-AR4),2024-02-01,"Historical emissions, excl forestry",Latest country assessment
EU27,Historical,LULUCF,Emissions (absolute),1992,-286,MtCO2e (GWP-AR4),2024-02-01,Historical emissions/removals from forestry,Latest country assessment
ETH,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,69.35,MtCO2e (GWP-AR4),2022-10-01,"Historical emissions, excl forestry",Latest country assessment
EGY,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,136,MtCO2e (GWP-AR4),2023-08-01,"Historical emissions, excl forestry",Latest country assessment
CRI,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,9.32,MtCO2e (GWP-AR4),2023-03-01,"Historical emissions, excl forestry",Latest country assessment
COL,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,104.91,MtCO2e (GWP-AR4),2022-10-01,"Historical emissions, excl forestry",Latest country assessment
COL,Historical,LULUCF,Emissions (absolute),1992,119.72,MtCO2e (GWP-AR4),2022-10-01,Historical emissions/removals from forestry,Latest country assessment
CHN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,3916.4,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
CHN,Historical,LULUCF,Emissions (absolute),1992,-407,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
CHL,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,49.5,MtCO2e (GWP-AR4),2022-11-01,"Historical emissions, excl forestry",Latest country assessment
CHL,Historical,LULUCF,Emissions (absolute),1992,-58.22,MtCO2e (GWP-AR4),2022-11-01,Historical emissions/removals from forestry,Latest country assessment
CAN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,605.29,MtCO2e (GWP-AR4),2022-10-01,"Historical emissions, excl forestry",Latest country assessment
CAN,Historical,LULUCF,Emissions (absolute),1992,-58.92,MtCO2e (GWP-AR4),2022-10-01,Historical emissions/removals from forestry,Latest country assessment
BRA,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,685.37,MtCO2e (GWP-AR4),2023-12-01,"Historical emissions, excl forestry",Latest country assessment
BRA,Historical,LULUCF,Emissions (absolute),1992,844.31,MtCO2e (GWP-AR4),2023-12-01,Historical emissions/removals from forestry,Latest country assessment
BTN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,0.85,MtCO2e (GWP-AR4),2023-07-01,"Historical emissions, excl forestry",Latest country assessment
AUS,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,429.34,MtCO2e (GWP-AR4),2023-12-01,"Historical emissions, excl forestry",Latest country assessment
AUS,Historical,LULUCF,Emissions (absolute),1992,113.55,MtCO2e (GWP-AR4),2023-12-01,Historical emissions/removals from forestry,Latest country assessment
ARG,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,239.97,MtCO2e (GWP-AR4),2023-07-01,"Historical emissions, excl forestry",Latest country assessment
ARG,Historical,LULUCF,Emissions (absolute),1992,69.62,MtCO2e (GWP-AR4),2023-07-01,Historical emissions/removals from forestry,Latest country assessment
ZAF,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1992,370.96,MtCO2e (GWP-AR4),2023-08-01,Historical dataset,Latest country assessment
ZAF,Historical,LULUCF,Emissions (absolute),1992,-17.8,MtCO2e (GWP-AR4),2023-08-01,Historical dataset,Latest country assessment
VNM,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,108.4,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
USA,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,6607.21,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
USA,Historical,LULUCF,Emissions (absolute),1993,-868.16,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
UKR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,711.03,MtCO2e (GWP-AR4),2021-11-01,"Historical emissions, excl forestry",Latest country assessment
UKR,Historical,LULUCF,Emissions (absolute),1993,-52.74,MtCO2e (GWP-AR4),2021-11-01,Historical emissions/removals from forestry,Latest country assessment
GBR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,760.62,MtCO2e (GWP-AR4),2023-08-01,"Historical emissions, excl forestry",Latest country assessment
GBR,Historical,LULUCF,Emissions (absolute),1993,8.97,MtCO2e (GWP-AR4),2023-08-01,Historical emissions/removals from forestry,Latest country assessment
ARE,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,77.1,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
ARE,Historical,LULUCF,Emissions (absolute),1993,0,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
TUR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,240.64,MtCO2e (GWP-AR4),2023-05-01,"Historical emissions, excl forestry",Latest country assessment
TUR,Historical,LULUCF,Emissions (absolute),1993,-56.08,MtCO2e (GWP-AR4),2023-05-01,Historical emissions/removals from forestry,Latest country assessment
THA,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,187,MtCO2e (GWP-AR4),2023-10-01,"Historical emissions, excl forestry",Latest country assessment
CHE,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,49.87,MtCO2e (GWP-AR4),2023-06-01,"Historical emissions, excl forestry",Latest country assessment
CHE,Historical,LULUCF,Emissions (absolute),1993,-4.27,MtCO2e (GWP-AR4),2023-06-01,Historical emissions/removals from forestry,Latest country assessment
KOR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,388.41,MtCO2e (GWP-AR4),2023-06-01,"Historical emissions, excl forestry",Latest country assessment
KOR,Historical,LULUCF,Emissions (absolute),1993,-30.79,MtCO2e (GWP-AR4),2023-06-01,Historical emissions/removals from forestry,Latest country assessment
SGP,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,26.64,MtCO2e (GWP-AR4),2023-09-01,"Historical emissions, excl forestry",Latest country assessment
SAU,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,367,MtCO2e (GWP-AR4),2023-09-01,"Historical emissions, excl forestry",Latest country assessment
RUS,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,2385.61,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
RUS,Historical,LULUCF,Emissions (absolute),1993,-98.71,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
PHL,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,118.63,MtCO2e (GWP-AR4),2023-05-01,"Historical emissions, excl forestry",Latest country assessment
PER,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,58.9,MtCO2e (GWP-AR4),2022-09-01,"Historical emissions, excl forestry",Latest country assessment
NOR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,48.49,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
NOR,Historical,LULUCF,Emissions (absolute),1993,-12.55,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
NGA,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,226.29,MtCO2e (GWP-AR4),2023-06-01,"Historical emissions, excl forestry",Latest country assessment
NZL,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,67.19,MtCO2e (GWP-AR4),2022-10-01,"Historical emissions, excl forestry",Latest country assessment
NZL,Historical,LULUCF,Emissions (absolute),1993,-23.84,MtCO2e (GWP-AR4),2022-10-01,Historical emissions/removals from forestry,Latest country assessment
NPL,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,24.7,MtCO2e (GWP-AR4),2023-08-01,"Historical emissions, excl forestry",Latest country assessment
MAR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,38.8,MtCO2e (GWP-AR4),2023-04-01,"Historical emissions, excl forestry",Latest country assessment
MEX,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,469.94,MtCO2e (GWP-AR4),2023-10-01,"Historical emissions, excl forestry",Latest country assessment
MEX,Historical,LULUCF,Emissions (absolute),1993,-143.95,MtCO2e (GWP-AR4),2023-10-01,Historical emissions/removals from forestry,Latest country assessment
KEN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,41.35,MtCO2e (GWP-AR4),2022-05-01,"Historical emissions, excl forestry",Latest country assessment
KAZ,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,318.61,MtCO2e (GWP-AR4),2023-09-01,"Historical emissions, excl forestry",Latest country assessment
KAZ,Historical,LULUCF,Emissions (absolute),1993,-5.97,MtCO2e (GWP-AR4),2023-09-01,Historical emissions/removals from forestry,Latest country assessment
JPN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,1291.39,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
JPN,Historical,LULUCF,Emissions (absolute),1993,-79.04,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
IRN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,388,MtCO2e (GWP-AR4),2023-08-01,"Historical emissions, excl forestry",Latest country assessment
IDN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,372.99,MtCO2e (GWP-AR4),2023-10-01,"Historical emissions, excl forestry",Latest country assessment
IDN,Historical,LULUCF,Emissions (absolute),1993,62.32,MtCO2e (GWP-AR4),2023-10-01,Historical emissions/removals from forestry,Latest country assessment
IND,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,1258.1,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
DEU,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,1139.24,MtCO2e (GWP-AR4),2023-08-01,"Historical emissions, excl forestry",Latest country assessment
DEU,Historical,LULUCF,Emissions (absolute),1993,-34.91,MtCO2e (GWP-AR4),2023-08-01,Historical emissions/removals from forestry,Latest country assessment
GMB,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,1.48,MtCO2e (GWP-AR4),2023-02-01,"Historical emissions, excl forestry",Latest country assessment
EU27,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,4498,MtCO2e (GWP-AR4),2024-02-01,"Historical emissions, excl forestry",Latest country assessment
EU27,Historical,LULUCF,Emissions (absolute),1993,-301,MtCO2e (GWP-AR4),2024-02-01,Historical emissions/removals from forestry,Latest country assessment
ETH,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,63.22,MtCO2e (GWP-AR4),2022-10-01,"Historical emissions, excl forestry",Latest country assessment
EGY,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,148,MtCO2e (GWP-AR4),2023-08-01,"Historical emissions, excl forestry",Latest country assessment
CRI,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,9.54,MtCO2e (GWP-AR4),2023-03-01,"Historical emissions, excl forestry",Latest country assessment
COL,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,106.94,MtCO2e (GWP-AR4),2022-10-01,"Historical emissions, excl forestry",Latest country assessment
COL,Historical,LULUCF,Emissions (absolute),1993,120.19,MtCO2e (GWP-AR4),2022-10-01,Historical emissions/removals from forestry,Latest country assessment
CHN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,4095.6,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
CHN,Historical,LULUCF,Emissions (absolute),1993,-407,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
CHL,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,51.94,MtCO2e (GWP-AR4),2022-11-01,"Historical emissions, excl forestry",Latest country assessment
CHL,Historical,LULUCF,Emissions (absolute),1993,-58.31,MtCO2e (GWP-AR4),2022-11-01,Historical emissions/removals from forestry,Latest country assessment
CAN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,607.68,MtCO2e (GWP-AR4),2022-10-01,"Historical emissions, excl forestry",Latest country assessment
CAN,Historical,LULUCF,Emissions (absolute),1993,-46.63,MtCO2e (GWP-AR4),2022-10-01,Historical emissions/removals from forestry,Latest country assessment
BRA,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,700.74,MtCO2e (GWP-AR4),2023-12-01,"Historical emissions, excl forestry",Latest country assessment
BRA,Historical,LULUCF,Emissions (absolute),1993,881.41,MtCO2e (GWP-AR4),2023-12-01,Historical emissions/removals from forestry,Latest country assessment
BTN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,0.83,MtCO2e (GWP-AR4),2023-07-01,"Historical emissions, excl forestry",Latest country assessment
AUS,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,430.24,MtCO2e (GWP-AR4),2023-12-01,"Historical emissions, excl forestry",Latest country assessment
AUS,Historical,LULUCF,Emissions (absolute),1993,91.62,MtCO2e (GWP-AR4),2023-12-01,Historical emissions/removals from forestry,Latest country assessment
ARG,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,244.78,MtCO2e (GWP-AR4),2023-07-01,"Historical emissions, excl forestry",Latest country assessment
ARG,Historical,LULUCF,Emissions (absolute),1993,61.69,MtCO2e (GWP-AR4),2023-07-01,Historical emissions/removals from forestry,Latest country assessment
ZAF,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1993,379.11,MtCO2e (GWP-AR4),2023-08-01,Historical dataset,Latest country assessment
ZAF,Historical,LULUCF,Emissions (absolute),1993,-18.21,MtCO2e (GWP-AR4),2023-08-01,Historical dataset,Latest country assessment
VNM,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1994,112.04,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
VNM,Historical,LULUCF,Emissions (absolute),1994,19.38,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
USA,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1994,6712.67,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
USA,Historical,LULUCF,Emissions (absolute),1994,-878.74,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
UKR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1994,604.73,MtCO2e (GWP-AR4),2021-11-01,"Historical emissions, excl forestry",Latest country assessment
UKR,Historical,LULUCF,Emissions (absolute),1994,-57.85,MtCO2e (GWP-AR4),2021-11-01,Historical emissions/removals from forestry,Latest country assessment
GBR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1994,749.11,MtCO2e (GWP-AR4),2023-08-01,"Historical emissions, excl forestry",Latest country assessment
GBR,Historical,LULUCF,Emissions (absolute),1994,8.58,MtCO2e (GWP-AR4),2023-08-01,Historical emissions/removals from forestry,Latest country assessment
ARE,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1994,83.6,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
ARE,Historical,LULUCF,Emissions (absolute),1994,-4.23,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
TUR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),1994,234.61,MtCO2e (GWP-AR4),2023-05-01,"Historical emissions, excl forestry",Latest country assessment
